    BusSpeed amd64 zen4 optimized Sat Oct  1 17:05:50 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16  42571  44947  49833  53872  54764  55030
      32  38413  41046  42069  52490  53501  52941
      64  10559  10535  21465  38579  39871  44557
     128  10781  10770  21385  38913  40101  44743
     256  10754  10768  21508  39172  40165  44858
     512  10829  10830  21499  39126  40100  44823
    1024   9614   9213  17748  30376  36577  42596
    4096   7516   9047  18489  31419  37719  43012
   16384   7080   7987  17800  30201  36832  42601
   65536   1557   3870   9705  17282  28940  38398
