 ##########################################

   Memory Reading Speed Test amd64 x86-64 optimized Sat Oct  1 17:34:59 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8  188758 273438 273999 200382 273066 274385 120615 119862 122573
      16  181640 273779 274572 200509 273978 275016 130402 132644 133137
      32  177414 273638 273125 185959 275735 275389 131986 128026 127942
      64  155395 238267 239907 155267 239022 240462  80193  80871  80086
     128  155749 235305 240984 155698 239865 240502  78957  79804  78858
     256  153764 239611 241272 156584 240183 240847  78764  79726  77585
     512  155991 239080 240235 156319 239338 240672  78427  77987  78474
    1024  134132 227888 229837 133251 229130 230187  68335  69735  69605
    2048  124409 225293 229078 125988 228171 218787  59858  60275  59912
    4096  122440 219784 222051 119428 220545 222455  59687  60202  59712
    8192  124418 225953 222275 121240 221444 223004  59873  60282  59951

                End of test Sat Oct  1 17:35:18 2022

