 ##########################################

   Memory Reading Speed Test arm64 apple-m1 optimized Sat Jan 28 16:06:52 2023
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8   61494  60307  53983  60080  59916  61144  86363  85793  83587
      16   60152  60541  53436  60820  60600  60450  85284  85424  85507
      32   60845  60843  53629  60731  60159  60499  85792  84334  84172
      64   61221  61071  53198  61152  61418  61206  72250  67974  67022
     128   60410  61342  53820  61303  61131  61046  48253  53333  51642
     256   61251  61270  53877  61363  60744  61050  91097  90735  90673
     512   61379  61372  53499  61464  61535  61241  50775  50789  50748
    1024   61436  61029  53914  61616  61514  61215  50986  50966  50930
    2048   61485  60725  53950  61518  61564  61259  51091  51106  51097
    4096   60847  61355  53999  61547  61483  60643  51151  50496  50345
    8192   60136  60160  53344  60309  60310  60065  49727  51035  51053

                End of test Sat Jan 28 16:07:07 2023

