 ##########################################

   Memory Reading Speed Test arm64 armv8.4-a optimized Sat Jan 28 16:08:40 2023
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8   61455  61220  54104 143736 139652 142476  86623  85999  86002
      16   60611  59832  53334 139398 138793 139348  86166  84463  80373
      32   61003  60985  53862 142144 142550 141945  83301  81603  81366
      64   61228  61215  52858  90619  90556  90504  70374  68232  69513
     128   60163  61325  53957  90348  90570  90704  45016  47736  54682
     256   61218  61218  54002  75865  75876  75837  88636  91306  91704
     512   61254  61168  54034  76184  75400  76154  50816  50831  50831
    1024   61375  61381  54061  76170  75668  76304  50853  50951  51054
    2048   61402  61406  54055  75409  76104  76102  51159  51109  51136
    4096   61369  61330  53846  75877  76043  76149  51210  51185  51176
    8192   60169  59690  53441  75198  75168  75195  51171  51071  51169

                End of test Sat Jan 28 16:08:56 2023

