 ##########################################

   Memory Reading Speed Test arm64 native optimized Sat Jan 28 16:09:43 2023
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8   61410  61089  53331 143865 142049 142279  86505  85598  83814
      16   60521  60518  53619 139208 138600 137709  84590  86303  86469
      32   60869  60766  53926 140094 142526 142471  85099  86447  85541
      64   60277  61221  53968  90416  90117  90617  74844  75000  71599
     128   61110  61042  53968  90637  90617  90360  50626  50334  50756
     256   61145  61153  53922  75779  75306  75569  90857  91092  91087
     512   61177  61193  53545  75804  75888  75916  50585  50496  50484
    1024   61262  61340  53448  76209  76191  76201  51053  51053  51028
    2048   61383  60984  53893  75700  76178  76182  50820  50778  50796
    4096   61393  60703  54052  76100  76094  76110  50856  50800  50842
    8192   59814  60010  53388  75018  74997  74926  50720  49267  50701

                End of test Sat Jan 28 16:09:59 2023

