 ##########################################

   Memory Reading Speed Test arm64 apple-m1 optimized Sat Jan 28 16:07:23 2023
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8   61367  61114  53009 143439 141877 142118  86361  85324  85030
      16   60410  60541  53569 139136 139214 136454  83713  86305  85594
      32   60999  60939  53686 142421 142551 142533  82417  83360  83282
      64   61191  61124  53961  90645  90491  90398  72642  70943  64448
     128   61407  61259  53807  90571  90704  88848  48957  51100  49036
     256   61062  61150  54000  75685  75483  75870  92060  91962  92121
     512   61350  60997  53830  75803  76060  76074  50746  50756  50646
    1024   61068  60141  53992  76294  76299  76311  50996  51068  50977
    2048   60960  61214  54137  76186  76197  76162  51217  49829  51186
    4096   61338  61337  54043  76219  76097  76224  49711  51186  51188
    8192   60119  60128  53358  74893  74603  74652  51072  51070  50926

                End of test Sat Jan 28 16:07:39 2023

