 ##########################################

   Memory Reading Speed Test sparc64 optimized Mon Feb 13 19:47:16 2023
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8    1178   1672   2039   1318   1504   1906   3522   2530   3385
      16    1176   1679   2063   1338   1523   1803   3171   2520   3196
      32    1183   1705   2027   1349   1548   1919   3135   2511   3126
      64    1180   1709   2091   1345   1530   1945   3134   2345   3179
     128    1182   1682   2099   1352   1543   1946   3128   2278   3166
     256     931   1314   1585   1033   1331   1513   1522   1203   2064
     512     887   1248   1510    962   1306   1443   1120   1069   1703
    1024     809   1094   1298    848   1098   1227    927    960   1364
    2048     389    378    413    375    326    390    362    347    287
    4096     356    322    367    340    286    344    348    342    356
    8192     356    321    365    339    285    340    351    337    352

                End of test Mon Feb 13 19:47:35 2023

