 ##########################################

   Memory Reading Speed Test sparc64 optimized Mon Feb 13 19:45:49 2023
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8    1009   1463    336   1104   1620    368   4705   2105   2465
      16    1014   1451    334   1072   1626    368   4605   2431   2409
      32    1016   1481    337   1106   1550    367   4573   2193   2446
      64    1018   1448    335   1097   1677    363   4644   2196   2451
     128    1013   1491    334   1108   1685    366   4321   2172   2451
     256     907   1255    336   1023   1235    368   1601    991   1567
     512     860   1207    338   1000   1248    316   1186    885   1445
    1024     780   1001    311    877    941    348    922    790   1197
    2048     356    320    229    378    311    244    364    348    382
    4096     315    288    215    337    269    228    353    340    345
    8192     306    283    211    328    264    225    353    343    340

                End of test Mon Feb 13 19:46:11 2023

