 ##########################################

   Memory Reading Speed Test sparc64 optimized Mon Feb 13 19:46:32 2023
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8    1015   1692    421   1159   1521    427   3609   2624   2613
      16    1031   1700    403   1160   1530    442   3161   2415   2578
      32    1014   1703    418   1140   1552    442   3091   2411   2587
      64    1022   1716    420   1161   1560    428   3117   2470   2580
     128    1036   1682    417   1163   1550    442   3076   2484   2583
     256     923   1311    420   1004   1354    438   1698   1207   1673
     512     890   1257    420    970   1314    440   1246   1057   1553
    1024     783   1101    370    875   1097    422   1095    902   1280
    2048     372    385    261    400    333    273    393    352    386
    4096     333    328    248    355    287    256    359    339    345
    8192     323    328    243    348    285    251    352    337    342

                End of test Mon Feb 13 19:46:53 2023

