 ##########################################

   Memory Reading Speed Test sparc64 optimized Mon Feb 13 19:48:17 2023
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8    1178   1645   2075   1180   1551   2130   3612   2397   4345
      16    1253   1659   2121   1190   1560   2149   3187   2625   4230
      32    1297   1672   2151   1189   1579   2200   3108   2597   4061
      64    1251   1674   2165   1197   1562   2212   3125   2515   4091
     128    1213   1573   2163   1195   1576   2216   3125   2449   3982
     256    1127   1436   1628   1016   1391   1666   1536   1268   2287
     512    1096   1399   1522   1013   1354   1553   1160   1142   2035
    1024     971   1205   1187    912   1147   1333    964   1087   1460
    2048     420    384    447    328    347    424    400    352    399
    4096     368    332    387    337    298    368    336    343    359
    8192     355    325    380    330    293    358    346    340    355

                End of test Mon Feb 13 19:48:36 2023

