 ##########################################

   Memory Reading Speed Test sparc64 optimized Mon Feb 13 19:48:36 2023
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8    1229   1623   2106   1187   1549   2151   3578   2534   4416
      16    1312   1654   2135   1126   1556   2173   3173   2609   4247
      32    1208   1675   2160   1184   1582   2165   3082   2533   4151
      64    1185   1683   2168   1195   1581   2206   3119   2540   4085
     128    1188   1686   2146   1196   1589   2105   3130   2568   3958
     256    1136   1441   1602   1045   1375   1698   1545   1244   2290
     512    1082   1375   1545   1016   1343   1615   1159   1134   2047
    1024     977   1168   1334    902   1132   1373    856   1081   1503
    2048     417    386    438    381    345    427    379    346    392
    4096     358    325    382    333    295    361    357    339    359
    8192     356    319    378    332    290    362    348    338    345

                End of test Mon Feb 13 19:48:56 2023

