 ##########################################

   Memory Reading Speed Test sparc64 optimized Mon Feb 13 19:47:35 2023
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8    1166   1678   2004   1322   1502   1901   3595   2586   3375
      16    1181    459   1051   1316   1067   1767   2983   2355   3146
      32    1184   1701   2060   1350   1548   1928   3137   2551   3138
      64    1184   1711   2098   1353   1531   1935   3131   2396   3182
     128    1183   1698   2099   1351   1553   1947   3117   2319   3184
     256     932   1298   1586   1019   1352   1514   1515   1180   2064
     512     885   1257   1482    984   1306   1445   1113   1065   1690
    1024     818   1103   1294    833   1097   1185    904    959   1259
    2048     416    384    424    381    336    402    362    346    373
    4096     368    335    369    342    290    349    347    341    353
    8192     358    328    355    339    286    338    352    340    352

                End of test Mon Feb 13 19:47:55 2023

