    BusSpeed aarch64 armv8.2-a optimized Sat Sep 17 18:17:48 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   7446   7703  15784  16751  16607  22951
      32   8163   8420  16163  16768  16621  23094
      64   5153   5511  12283  15777  17022  22763
     128   2027   2087   4173   6918   8896  12658
     256   2102   2172   4306   8342  15366  23562
     512   2041   2170   4318   8380  15781  22935
    1024   2024   2187   4330   8579  15933  22586
    4096   1620   1540   3070   6544  12697  22385
   16384   1261   1382   2586   4974   9577  16612
   65536    919   1248   2431   4712   9305  18388
