 ##########################################

   Memory Reading Speed Test aarch64 native optimized Sat Sep 17 20:20:14 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8   35031  37125  47807  43058  47663  52212  21727  32998  33219
      16   35868  38341  48969  43966  48816  53721  22489  33391  33403
      32   37032  39021  49030  45419  49495  53730  23031  33525  33516
      64   37933  39917  51541  46531  51550  56622  23683  35270  35329
     128   16576  19187  20704  18198  21541  21886  10689  11772  11796
     256   31527  31506  31585  31387  31709  31225  16199  15561  15573
     512   33304  33412  32443  32781  32583  32157  16784  16036  16044
    1024   31599  32365  32947  31418  33097  32079  16762  16192  16193
    2048   31216  31586  32610  31004  32731  32250  14028  15945  15905
    4096   25913  29231  30438  25941  31227  30601  11411  13662  13777
    8192   25042  26470  26837  24763  26678  26833  10657  12267  12440

                End of test Sat Sep 17 20:20:30 2022

