    BusSpeed aarch64 armv8-a optimized Sat Sep 17 18:15:26 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   7413   7684  15772  16579  16799  22657
      32   8154   8420  16051  16774  16826  22241
      64   5150   5469  12514  15939  17033  22493
     128   1972   2083   4200   6963   8753  12599
     256   2107   2174   4324   8389  15407  22803
     512   2034   2166   4317   8388  15875  22444
    1024   2029   2188   4351   8524  15920  22235
    4096   1622   1649   3112   6757  12612  22498
   16384   1201   1373   2641   5335   9545  16718
   65536    906   1236   2397   4625   9222  18202
