    BusSpeed aarch64 native optimized Sat Sep 17 18:19:09 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   7444   7684  15562  16692  16769  23059
      32   8145   8426  16067  16637  16827  23084
      64   5169   5520  12460  15971  17245  22963
     128   1995   2085   4177   6965   8906  12755
     256   2105   2173   4324   8346  15412  23562
     512   2043   2169   4304   8434  15975  22938
    1024   2033   2189   4371   8478  15938  22747
    4096   1587   1654   3158   6791  12594  19771
   16384   1221   1377   2639   5350   9344  19871
   65536    913   1230   2369   4622   9170  17986
