 ##########################################

   Memory Reading Speed Test aarch64 armv8-a optimized Sat Sep 17 20:16:57 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8   58740  61732  95172  62827  85168  95344  32980  32974  32840
      16   61682  62143  98771  66095  88714  98221  32644  33459  33469
      32   64801  65499  98801  66690  88805  98618  33769  33546  33482
      64   63815  64829 101102  70542  92755 101254  35381  35328  35321
     128   17221  24471  42210  17544  44228  42198  10949  11720  11773
     256   31132  62818  63259  30779  63386  62414  15661  15627  15712
     512   32215  64529  63564  32326  63189  62673  16222  15998  16018
    1024   31206  62431  63345  32233  64766  64144  16215  16224  16222
    2048   30910  60703  65132  32065  64921  65221  15843  15994  16018
    4096   29285  58777  61595  30670  58994  61351  15371  13519  13851
    8192   26375  47477  52712  26431  49862  52690  12579  11975  11973

                End of test Sat Sep 17 20:17:12 2022

