 ##########################################

   Memory Reading Speed Test aarch64 armv8.2-a optimized Sat Sep 17 20:20:00 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8   58115  58531  94794  63180  82380  96372  33610  33648  33214
      16   61225  62176  97424  66229  81923  97953  32711  33811  34063
      32   65579  64234  95657  68882  84378  97312  33860  33993  34529
      64   64472  66483 100074  69703  87624 102363  35476  34934  34927
     128   17361  24815  41859  17823  41679  42346  11164  11838  11846
     256   31292  63785  63357  30914  63469  63644  15774  15660  15665
     512   32647  64712  62929  32104  64364  62944  16279  16093  15936
    1024   30908  65590  65135  31697  66888  64419  15928  15960  15998
    2048   30983  63407  65502  31419  64272  65495  16045  15598  15667
    4096   30031  59089  61536  29432  58403  61811  15450  13269  13406
    8192   26580  47148  53095  26713  50730  53449  12799  12540  12542

                End of test Sat Sep 17 20:20:14 2022

