 ##########################################

   Memory Reading Speed Test aarch64 armv8-a optimized Sat Sep 17 20:15:57 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8   57677  60917  94735  63210  79165  93999  33318  33076  33204
      16   61429  63608  97362  66313  81417  97274  32707  34108  33694
      32   64130  66603  97288  68402  83107  97190  34257  33554  33950
      64   64888  63736 100408  69781  87608 101892  35473  35450  34913
     128   17476  24955  41038  18280  41173  41171  11057  11957  12081
     256   31613  65169  63242  31104  63401  63064  15831  15668  15662
     512   32592  65481  66167  32129  64063  64510  16139  15899  16095
    1024   31421  63699  64576  31832  66897  65408  16296  16122  15950
    2048   30697  62536  62582  31230  66269  62044  16143  15594  15580
    4096   30210  59397  59326  29692  62611  58875  15686  13456  13376
    8192   26284  47498  52094  26719  52562  52129  12803  12400  12669

                End of test Sat Sep 17 20:16:12 2022

