 ##########################################

   Memory Reading Speed Test aarch64 armv8-a+crc optimized Sat Sep 17 20:13:39 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8   35000  38059  48004  43685  47819  52737  21834  33411  33377
      16   35563  41142  49099  44212  49003  53880  22554  33551  34043
      32   37848  41994  49252  45834  49753  53938  23108  33654  33640
      64   37528  43728  51731  46651  51700  56813  23510  35457  35461
     128   16798  17146  20920  18321  21455  21973  10906  11869  11926
     256   31897  31885  31681  31374  31778  31311  16245  15674  15753
     512   32782  33489  32661  32924  32802  32269  16692  16103  16099
    1024   31210  33524  33131  31037  33291  32726  16555  16302  16303
    2048   31346  33213  32808  30724  32976  32461  13789  16036  16030
    4096   27021  31285  30929  26496  31152  30795  11184  13766  13911
    8192   24275  26284  26538  24795  26460  26827  10929  12361  12342

                End of test Sat Sep 17 20:13:55 2022

