 ##########################################

   Memory Reading Speed Test aarch64 armv8.1-a optimized Sat Sep 17 20:18:14 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8   57978  58865  95651  63136  82729  95548  33411  33149  33077
      16   61190  62662  99940  66253  83051  99056  32738  33781  33496
      32   63679  62786  99013  67927  82168  99864  34077  33613  33624
      64   65895  67048 101561  70793  87541 101508  35462  35439  35442
     128   17435  24848  42317  17736  41648  42313  11111  11823  11897
     256   31317  62952  62823  31092  62802  63380  15841  15483  15482
     512   32201  61891  63738  32534  63733  63449  16142  16287  16291
    1024   32663  64581  64316  32529  65693  63695  16276  16285  16281
    2048   32407  63936  65533  32298  64048  65628  16142  16075  16070
    4096   30559  61541  61328  30541  58151  59056  15335  13827  13800
    8192   26306  48932  52887  26102  50520  50883  12857  12292  12326

                End of test Sat Sep 17 20:18:29 2022

