    BusSpeed aarch64 armv8.2-a optimized Sat Sep 17 18:18:39 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   7452   7693  15683  16730  16549  22922
      32   8196   8401  16144  16676  16644  23057
      64   5158   5412  12334  15830  17232  22743
     128   2024   2088   4163   6963   8759  12722
     256   2102   2174   4308   8342  15391  23553
     512   2044   2179   4321   8398  15973  22867
    1024   2034   2190   4323   8584  15938  22647
    4096   1610   1525   3201   6563  12709  19986
   16384   1259   1302   2652   5202   9768  20235
   65536    935   1232   2432   4720   9239  18395
