    BusSpeed aarch64 armv8-a+crc optimized Sat Sep 17 18:14:15 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   7438   7671  15797  16581  16833  22935
      32   8206   8393  16270  16578  16879  23091
      64   5173   5529  12731  15989  17029  22941
     128   1978   2093   4178   6868   8939  12573
     256   2107   2178   4321   8341  15379  23312
     512   1990   2179   4299   8432  15780  22716
    1024   2004   2186   4352   8531  15961  22847
    4096   1631   1659   3158   6764  12818  22554
   16384   1199   1332   2624   5192   9841  19877
   65536    919   1203   2361   4636   9185  18173
