 ##########################################

   Memory Reading Speed Test aarch64 armv8-a+crc optimized Sat Sep 17 20:14:10 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8   58426  57979  96373  64220  86313  91922  33502  32899  32911
      16   61907  62937  98176  67511  88991  97242  33262  33825  33546
      32   64994  63846  95651  70355  89335  97411  34455  34364  34518
      64   62193  67027 100468  69804  94755 100523  35037  34466  34663
     128   17506  24790  40953  17447  43028  41000  10991  11946  11951
     256   32095  63681  62728  31199  63206  63504  15896  15676  15570
     512   31857  62045  65389  32542  64766  65280  16146  16289  16291
    1024   31433  64552  65397  31739  67137  65344  16007  15850  15923
    2048   30226  63901  62723  31122  66414  62895  15746  15645  15560
    4096   30643  61600  58919  29187  62013  58845  15042  13471  13597
    8192   25588  49047  51454  26711  52508  50438  12966  12902  12671

                End of test Sat Sep 17 20:14:25 2022

