    BusSpeed aarch64 native optimized Sat Sep 17 18:19:20 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   7435   7670  15677  16658  16599  23168
      32   8159   8392  16153  16606  16787  23045
      64   5165   5531  12366  15694  17014  23077
     128   1871   1997   4015   7317   8878  12678
     256   2021   2165   4310   8391  15361  23298
     512   1981   2179   4316   8419  15640  22912
    1024   2004   2188   4358   8487  15963  22896
    4096   1608   1642   3237   6808  12827  23046
   16384   1190   1387   2659   5141   9189  16973
   65536    921   1230   2380   4644   9223  18084
