 ##########################################

   Memory Reading Speed Test aarch64 native optimized Sat Sep 17 20:20:46 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8   58223  58163  95633  62795  79834  95679  33256  33173  33114
      16   61675  62171  99064  67723  82609  98936  32897  33472  33361
      32   64213  63712  99023  68700  82519  99103  33967  33598  33631
      64   65968  67072 101593  70792  87577 101579  35482  35438  35445
     128   17427  24646  42307  17752  42181  42393  11181  11816  11952
     256   30864  63544  62704  30926  63494  62670  15785  15489  15655
     512   32649  61900  62881  32139  63463  63288  16285  16286  15997
    1024   32658  64560  64371  32546  65855  64921  16281  16294  15930
    2048   32425  65018  64742  32320  66376  65657  16163  16152  15574
    4096   30782  62170  58309  30738  62119  61696  15495  13917  13337
    8192   26236  49152  51554  26563  52556  53390  12743  12230  12590

                End of test Sat Sep 17 20:21:01 2022

