    BusSpeed aarch64 armv8-a+crc optimized Sat Sep 17 18:14:35 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   7433   7684  15675  16663  16967  23276
      32   8197   8409  16223  16774  16685  22976
      64   5174   5509  12357  15823  17245  23147
     128   1979   2089   4196   6962   8762  12827
     256   2093   2172   4323   8396  15389  23407
     512   2030   2181   4321   8385  15974  22888
    1024   2028   2190   4355   8479  15951  22593
    4096   1603   1657   3233   6787  12686  22687
   16384   1202   1376   2633   4946   9779  16877
   65536    913   1235   2382   4651   9137  18028
