    BusSpeed aarch64 armv8.1-a optimized Sat Sep 17 18:17:28 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   7433   7691  15667  16751  16628  23040
      32   8180   8400  16020  16792  16637  23089
      64   5128   5513  12291  15978  17031  23063
     128   2026   2091   4174   6863   8782  12721
     256   2100   2174   4306   8342  15195  23239
     512   2045   2177   4321   8378  15779  22709
    1024   2025   2192   4341   8529  15954  22733
    4096   1607   1539   3242   6545  12701  22452
   16384   1259   1277   2685   5358   9706  20647
   65536    926   1232   2434   4654   9277  18669
