    BusSpeed aarch64 armv8-a optimized Sat Sep 17 18:16:27 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   7450   7695  15643  16775  16656  22395
      32   8181   8436  16020  16897  16821  22631
      64   5163   5573  12348  15759  16828  22485
     128   2019   2089   4166   6869   8927  12002
     256   2086   2174   4293   8345  15412  22451
     512   2046   2179   4302   8380  15791  22437
    1024   2044   2191   4343   8537  15960  22348
    4096   1612   1528   3078   6552  12747  22314
   16384   1245   1403   2648   5022   9169  16230
   65536    929   1251   2435   4727   9358  18074
