 ##########################################

   Memory Reading Speed Test aarch64 native optimized Sat Sep 17 20:21:31 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8   57971  59159  95546  62980  80098  95543  33127  33066  33038
      16   59153  62770  99856  63231  81309  99030  32728  34057  33496
      32   60558  62733  98949  64758  83052  99067  34072  33635  33854
      64   64731  67014 101546  69248  87659 101533  35441  34725  34698
     128   17418  24576  42350  17678  42418  42494  11113  11823  11884
     256   31459  62957  62646  31273  63790  62631  15847  15655  15485
     512   32209  64172  63621  32541  63141  62890  16142  16097  16293
    1024   32698  67202  64354  32585  65964  64502  16302  16314  16315
    2048   32363  66105  65571  32249  66224  65511  16114  16156  16147
    4096   30840  62056  58396  30777  61949  61623  15474  13953  13910
    8192   26816  49493  51029  26211  52464  53378  12868  12393  12435

                End of test Sat Sep 17 20:21:46 2022

