    BusSpeed aarch64 armv8-a+crc optimized Sat Sep 17 18:14:25 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   7403   7657  15501  16147  16457  22722
      32   8084   8371  15745  16418  16313  22351
      64   5050   5410  11736  15282  15693  22645
     128   1968   2077   4159   6931   9039  12820
     256   2006   2163   4316   8344  15029  23113
     512   2000   2178   4307   8436  15195  22537
    1024   2028   2187   4374   8483  15775  22416
    4096   1646   1651   3246   6817  12795  20017
   16384   1186   1384   2626   4946  10338  19483
   65536    902   1235   2391   4645   9202  17842
