    BusSpeed aarch64 armv8-a optimized Sat Sep 17 18:15:36 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   7389   7670  15486  16322  16748  22589
      32   8109   8368  15744  15972  16397  22423
      64   5039   5393  11630  15430  15777  22461
     128   1967   2075   4160   6930   9149  12673
     256   2107   2173   4336   8400  15336  23120
     512   2055   2180   4314   8380  15261  22426
    1024   2070   2191   4358   8536  15593  22446
    4096   1619   1667   3215   6804  12812  19941
   16384   1208   1331   2645   5207  10370  19757
   65536    914   1211   2392   4684   9462  17952
