    BusSpeed aarch64 armv8.1-a optimized Sat Sep 17 18:17:18 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   7440   7682  15669  16568  16773  22937
      32   8184   8412  16130  16573  16686  23084
      64   5153   5525  12516  16004  17242  22948
     128   1989   2085   4201   6962   8865  12677
     256   2098   2166   4286   8341  15213  23559
     512   2027   2166   4315   8380  15789  22764
    1024   2029   2177   4312   8463  15909  22460
    4096   1597   1656   3243   6717  12618  20122
   16384   1208   1376   2683   5169   9379  19890
   65536    912   1235   2390   4665   9216  18022
