    BusSpeed aarch64 armv8-a+crc optimized Sat Sep 17 18:14:55 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   7424   7659  15673  16581  17060  23150
      32   8184   8400  16003  16583  16582  22967
      64   5166   5531  12668  16202  17249  23178
     128   1974   2093   4171   6873   8882  12619
     256   2101   2178   4322   8362  15405  23062
     512   2036   2179   4306   8434  15978  22822
    1024   2025   2190   4358   8533  15945  22681
    4096   1590   1669   3220   6743  12631  22569
   16384   1233   1294   2634   5174   9380  16623
   65536    921   1214   2382   4657   9191  17933
