 ##########################################

   Memory Reading Speed Test aarch64 native optimized Sat Sep 17 20:21:16 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8   57915  57924  95334  62957  85426  95413  33186  33382  33113
      16   62077  59535  97235  66205  88958  99030  32736  33500  33498
      32   63207  60166  97161  68872  89252  98848  34070  33633  33616
      64   65866  63295  99686  70849  93052 101508  35461  35436  35437
     128   17354  23104  42312  17650  43682  42543  10993  11893  11891
     256   30848  59798  62665  31289  63109  62634  15723  15475  15487
     512   32651  60069  63570  32535  64254  62913  16287  16290  16281
    1024   32663  61471  64749  32526  65731  64529  16266  16295  16291
    2048   32368  60815  65499  32285  65423  65599  16147  16014  16005
    4096   30604  60237  58313  30631  58954  61294  15385  13621  13815
    8192   26302  47836  51100  26530  49991  52971  12691  12260  12295

                End of test Sat Sep 17 20:21:31 2022

