 ##########################################

   Memory Reading Speed Test aarch64 armv8.1-a optimized Sat Sep 17 20:17:44 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8   58072  57856  95634  62824  79223  96399  33329  33146  33210
      16   61331  60296  99879  67976  82562  99118  33260  33542  33723
      32   63233  60147  99122  67533  83302  99075  34170  33597  33857
      64   65895  63301 101553  70836  87565 101547  35492  35445  35445
     128   17509  23270  42409  17823  41951  42412  11073  11816  11821
     256   31263  61121  63062  31284  62916  62957  15837  15662  15596
     512   32644  59244  62907  32531  63547  63618  16286  16291  16283
    1024   32665  61499  64563  32575  66925  64555  16291  16305  16303
    2048   32415  58244  65623  32285  66286  64649  16154  16102  16105
    4096   30651  58097  61697  30732  61947  59782  15409  13884  13843
    8192   26086  45909  53048  26048  52608  51247  12730  12292  12235

                End of test Sat Sep 17 20:17:59 2022

