 ##########################################

   Memory Reading Speed Test aarch64 armv8.1-a optimized Sat Sep 17 20:17:28 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8   35371  37308  47284  43708  47463  52378  21593  32843  33373
      16   35766  40622  48425  43906  48500  53706  22480  33759  33782
      32   38563  42719  51326  45761  50496  55429  23371  34530  34537
      64   36287  42463  50271  46043  50222  55978  23002  34926  34687
     128   16741  17203  21106  18473  21874  22046  10914  11960  11920
     256   32163  31628  31657  31481  31818  31178  16366  15754  15576
     512   32887  33475  33099  32915  33241  32703  16844  16282  16285
    1024   31666  32001  31707  31524  31879  31496  16257  15652  15508
    2048   31408  31795  31348  30782  31654  31208  13786  15367  15677
    4096   26976  30156  29888  26505  29624  29377  11274  13571  13616
    8192   24171  26141  26492  24781  26733  26868  10739  12432  12293

                End of test Sat Sep 17 20:17:44 2022

