    BusSpeed aarch64 armv8.1-a optimized Sat Sep 17 18:17:07 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   7436   7683  15653  16737  16574  23123
      32   8153   8424  16020  16769  16602  22884
      64   5176   5726  12337  15567  16999  22955
     128   2013   2090   4171   6873   8741  12611
     256   2101   2172   4293   8344  15218  23526
     512   2038   2177   4306   8424  15944  22897
    1024   1999   2182   4350   8527  15938  22639
    4096   1620   1547   3133   6548  12751  22334
   16384   1245   1373   2648   5367  10169  16529
   65536    921   1251   2422   4670   9228  18425
