    BusSpeed aarch64 armv8.1-a optimized Sat Sep 17 18:17:38 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   7441   7694  15789  16571  16720  22928
      32   8195   8410  16098  16783  16640  23090
      64   5172   5531  12319  15915  17014  22748
     128   1909   2007   3995   7315   8913  12627
     256   2070   2166   4292   8304  15376  23294
     512   1992   2183   4315   8375  15793  22884
    1024   2003   2187   4341   8593  15974  22888
    4096   1668   1564   3093   6581  12813  22809
   16384   1262   1385   2665   5208  10351  16674
   65536    933   1239   2431   4729   9262  18643
