    BusSpeed aarch64 native optimized Sat Sep 17 18:18:49 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   7444   7699  15676  16751  16610  22943
      32   8185   8410  16145  16692  16615  23083
      64   5170   5515  12342  16009  17018  23057
     128   2015   2092   4153   6870   8888  12641
     256   2102   2174   4306   8343  15220  23563
     512   2046   2177   4335   8424  15797  22925
    1024   2031   2194   4327   8591  15948  22534
    4096   1622   1533   3061   6562  12730  19950
   16384   1248   1413   2600   5260   9196  20205
   65536    925   1263   2421   4702   9314  18273
