 ##########################################

   Memory Reading Speed Test aarch64 armv8-a+crc optimized Sat Sep 17 20:13:55 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8   57965  57737  93231  62905  85529  95628  33302  32918  33154
      16   61157  59837  98426  66241  88997  99042  32862  33494  33497
      32   63319  59305  98388  68429  89204  99917  33973  33636  33862
      64   65877  63295 101526  70820  93056 101559  35488  35369  35429
     128   17423  23256  42392  17921  43699  42302  11154  11957  11954
     256   31085  60655  62646  30925  63466  62682  15957  15670  15577
     512   32652  59179  63293  32536  64244  62892  16276  15913  16284
    1024   32650  61445  64460  32543  65867  64334  16276  16293  16288
    2048   32388  57608  65514  32267  65465  65556  16136  16136  16128
    4096   30695  57876  61636  30880  59257  61685  15480  13943  13922
    8192   26137  45636  53058  25989  50565  53477  12819  12637  12322

                End of test Sat Sep 17 20:14:10 2022

