    BusSpeed aarch64 armv8-a optimized Sat Sep 17 18:15:46 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   7430   7697  15674  16573  16610  22936
      32   8194   8414  16071  16606  16790  23086
      64   5174   5533  12538  15970  17027  23061
     128   1978   2085   4201   6968   8892  12758
     256   2089   2174   4322   8357  15379  23563
     512   2030   2165   4321   8388  15624  22895
    1024   2028   2190   4355   8447  15931  20027
    4096   1589   1651   3191   6786  12724  19678
   16384   1222   1383   2629   5198   9168  19836
   65536    905   1238   2395   4673   9243  18610
