    BusSpeed i686 i386 optimized Tue Mar 21 20:41:56 2023
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   1627   1670   1916   2573   3199   4781
      32   1886   1901   1957   2614   3313   4865
      64   1939   1927   2024   2582   3257   4887
     128    107    196    406    721   1195   2171
     256     61    116    251    462    761   1470
     512     58    111    237    443    753   1458
    1024     59    112    239    442    750   1433
    4096     60    112    240    444    762   1465
   16384     60    111    240    441    764   1465
   65536     60    113    241    444    763   1467
