 ##########################################

   Memory Reading Speed Test i686 i686 optimized Tue Mar 21 21:17:21 2023
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8    8186   3885   5022   9271   4008   4941   5311   2680   2977
      16    6073   3555   4176   6643   3613   4281   4170   2353   2571
      32    5599   3420   4144   6582   3563   4284   4163   2364   2491
      64    5606   3217   4081   6487   3541   4135   4103   2336   2457
     128    1623   1506   1493   1698   1598   1537    853    792    815
     256    1048   1002   1022   1052   1036   1027    524    523    513
     512     924    941    940    943    931    904    472    470    470
    1024     918    920    919    925    887    906    462    462    461
    2048     917    930    930    930    912    907    466    467    456
    4096     961    960    959    918    953    959    484    481    469
    8192     992    965    985    986    981    983    495    495    484

                End of test Tue Mar 21 21:17:36 2023

