    BusSpeed i686 i386 optimized Tue Mar 21 20:41:45 2023
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   1586   1673   1931   2652   3294   4706
      32   1907   1853   1915   2615   3328   4859
      64    310    487   1230   2228   2998   4528
     128     93    169    357    645   1073   1991
     256     58    111    236    442    760   1464
     512     58    109    231    442    753   1458
    1024     59    112    239    443    760   1464
    4096     59    113    240    444    759   1467
   16384     60    110    240    447    761   1469
   65536     60    110    235    444    764   1461
