 ##########################################

   Memory Reading Speed Test i686 i686 optimized Tue Mar 21 21:16:38 2023
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8    7908   3954   4932   9303   4053   4979   5139   2592   3035
      16    6068   3543   4181   6506   3617   4244   4203   2382   2575
      32    5761   3400   4041   6590   3500   4209   4168   2340   2486
      64    5587   3303   4044   6443   3480   4070   3998   2336   2447
     128    3289   2533   2918   3629   2649   2913   1620   1384   1414
     256     955    936    928    951    946    939    468    471    471
     512     924    939    937    946    936    937    475    468    471
    1024     927    919    892    926    919    899    464    462    462
    2048     944    934    934    944    934    937    472    469    471
    4096     931    941    934    956    948    951    475    477    476
    8192     991    986    984    990    981    975    490    495    492

                End of test Tue Mar 21 21:16:52 2023

