    BusSpeed i686 i686 optimized Tue Mar 21 20:42:28 2023
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   1630   1681   1920   2647   3274   4802
      32   1881   1905   1944   2611   3311   4867
      64   1889   1870   2036   2572   3319   4878
     128     78    146    314    568    977   1820
     256     61    116    250    464    791   1519
     512     59    109    233    442    759   1456
    1024     59    112    240    445    761   1463
    4096     60    111    238    446    757   1464
   16384     59    113    238    446    764   1468
   65536     60    111    240    444    763   1469
