    BusSpeed i686 i386 optimized Tue Mar 21 20:42:06 2023
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   1580   1649   1913   2671   3278   4703
      32   1905   1894   1909   2613   3248   4825
      64   1901   1924   1879   2573   3327   4887
     128    135    237    469    852   1371   2377
     256     65    123    257    482    822   1564
     512     58    111    237    430    753   1453
    1024     59    112    235    443    754   1432
    4096     60    113    239    445    745   1465
   16384     60    109    241    445    765   1470
   65536     59    113    237    446    762   1444
