    BusSpeed i686 i386 optimized Tue Mar 21 20:41:14 2023
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   1620   1677   1897   2655   3270   4713
      32   1868   1866   1952   2661   3334   4868
      64   1945   1914   2005   2523   3302   4796
     128    129    227    459    876   1386   2440
     256     57    109    238    441    758   1448
     512     58    111    237    440    756   1399
    1024     59    111    237    444    757   1460
    4096     60    113    239    446    762   1460
   16384     60    113    236    445    764   1467
   65536     60    113    239    438    760   1464
