    BusSpeed i686 i386 optimized Tue Mar 21 20:41:24 2023
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   1568   1679   1910   2613   3271   4776
      32   1869   1909   1901   2585   3310   4874
      64   1912   1897   1944   2520   3329   4865
     128    114    202    412    742   1199   2190
     256     58    108    236    443    756   1453
     512     58    111    237    442    733   1451
    1024     59    112    238    444    757   1452
    4096     58    112    240    446    759   1457
   16384     60    113    236    445    763   1470
   65536     60    112    241    439    749   1465
