    BusSpeed i686 i686 optimized Tue Mar 21 20:42:59 2023
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   1641   1650   1928   2563   3217   4803
      32   1858   1885   1955   2653   3305   4874
      64    114    208    428    768   1256   2267
     128    128    229    445    818   1283   2347
     256     61    116    249    467    797   1528
     512     57    111    236    441    757   1426
    1024     59    112    238    445    760   1465
    4096     60    114    242    452    767   1442
   16384     60    112    241    447    764   1470
   65536     59    113    236    445    760   1457
