    BusSpeed i686 i686 optimized Tue Mar 21 20:43:10 2023
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   1620   1667   1924   2651   3270   4792
      32   1883   1888   1925   2596   3314   4743
      64   1905   1908   2030   2607   3338   4850
     128    106    194    390    729   1164   2135
     256     60    115    248    461    781   1509
     512     59    111    233    443    754   1436
    1024     59    112    234    445    760   1455
    4096     60    113    238    449    761   1445
   16384     60    114    242    447    747   1447
   65536     59    112    235    446    763   1462
