 ##########################################

   Memory Reading Speed Test i686 i386 optimized Tue Mar 21 21:16:10 2023
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8    8002   3803   5000   9077   3969   4963   5190   2714   2979
      16    6088   3534   4177   6631   3616   4241   4249   2418   2562
      32    5605   3413   4129   6614   3588   4222   4157   2369   2494
      64    3106   2517   2791   3200   2593   2784   1769   1498   1514
     128    1606   1517   1525   1606   1554   1579    804    803    816
     256    1012    981   1002   1006    996   1001    512    507    510
     512     942    932    933    941    926    893    473    468    472
    1024     946    931    933    939    929    933    476    471    472
    2048     919    930    931    935    925    915    471    469    470
    4096     957    950    950    959    929    951    482    478    480
    8192     994    985    959    985    967    986    499    498    498

                End of test Tue Mar 21 21:16:25 2023

