    BusSpeed s390x s390x optimized Sun Jul 23 21:59:27 2023
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16  21815  15560  17288  16876  17095  16973
      32  18113  14626  15898  17175  17249  17250
      64  16045  15317  17651  16641  17340  17312
     128  12586  15595  16766  17000  17355  17279
     256   4970   8168  12301  16410  16191  17023
     512   4793   8368  12309  16472  16217  17200
    1024   5150   8532  12368  16516  16216  17103
    4096   5113   8615  12184  16371  16028  17036
   16384   1939   3676   5500   9599  17478  16398
   65536   1587   3347   5191   9213  17199  16656
