 ##########################################

   Memory Reading Speed Test s390x s390x-z15 optimized Sun Jul 23 22:50:46 2023
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8   36704  18899  14609  24992  19612  21438  26409   9147   8955
      16   19397  11377  10501  26760  20365  13465  17108   9705  12524
      32   22578  12246  12358  28613  14393  15360  23964  10366  11945
      64   34447  18299  12915  24022  14301  18233  25789  11121   9528
     128   16720  11604  12971  23034  19645  19701  25101  12640  12837
     256   22585  18233  17698  25107  18739  17946  22916  12144   8895
     512   21443  18220  17612  36901  19363  17880  22405  12231  12561
    1024   31539  10393  10426  23629  12334  17346  22181   8863  10073
    2048   20901  14382  15496  28520  13963  16397  16209   8625  12144
    4096   31580  18145  17659  36353  19144  19985  22817  12176   9049
    8192   19749  18559  18362  26589  19805  19909  14693  10922  11338

                End of test Sun Jul 23 22:51:05 2023

