    BusSpeed s390x s390x optimized Sun Jul 23 21:59:17 2023
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16  21759  15814  17411  17052  17266  17244
      32  17280  14746  16300  17021  17383  17331
      64  16284  15558  17696  17361  17153  17204
     128  11260  14925  16791  17156  17441  17478
     256   4932   7938  12318  16341  16194  17098
     512   5047   8276  12286  16428  16166  17158
    1024   5143   8532  12321  16469  16210  17135
    4096   5057   8300  11992  14906  16037  16999
   16384   1388   3721   5513   9904  17393  16765
   65536   1792   3727   5509   9545  17001  16475
