    BusSpeed s390x s390x-z15 optimized Sun Jul 23 21:58:07 2023
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16  16813  16918  17119  16612  17240  17447
      32  14495  14527  15898  16725  17388  17464
      64  15733  15438  18080  16986  17398  17471
     128  12532  15483  14696  14376  16990  17199
     256   4737   7940  11295  15741  16153  17143
     512   5087   8720  12043  16221  16247  17174
    1024   4476   8795  12392  16505  16299  17170
    4096   5135   8640  12178  15049  15986  17145
   16384   1928   3747   5427   9760  17175  16729
   65536   1951   3745   5461   9877  16945  16607
