    BusSpeed s390x s390x optimized Sun Jul 23 21:58:57 2023
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16  16429  16827  17005  16608  17169  17212
      32  13437  14058  16167  16836  17483  17223
      64  15082  15216  18093  16907  17461  17375
     128  11771  14129  16600  16423  17258  17519
     256   4936   8528  12400  16387  16299  17175
     512   5043   8657  12267  16473  16319  15959
    1024   5111   8757  11701  16384  16302  17088
    4096   5112   8552  12265  16407  16079  17135
   16384   1922   3655   5416   9995  17374  16703
   65536   1849   3608   5537   9630  15245  16510
