    BusSpeed s390x s390x-z15 optimized Sun Jul 23 21:58:17 2023
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16  13929  15778  17047  17295  17253  17339
      32  15968  14486  16064  17212  17319  17263
      64  16209  15377  17025  17227  17404  17199
     128  12659  15507  16697  17084  17352  17448
     256   4956   8130  12376  16379  16100  17149
     512   5107   8442  12320  16461  16161  17194
    1024   5122   8499  12372  16520  16195  17135
    4096   5027   8590  12219  16125  16103  17021
   16384   1931   3640   5422   9754  17463  16702
   65536   1427   3669   5590   9569  16718  16261
