 ##########################################

   Memory Reading Speed Test s390x s390x optimized Sun Jul 23 22:52:06 2023
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8   36935  19184  17224  33054  19207  21972  26942  13306  13216
      16   38146  19874  17962  42327  20434  21566  20907  11827  13358
      32   37344  19384  16867  33343  15718  17326  17973   9348  12775
      64   34667  19593  12491  26766  20330  13338  26183  11180  13280
     128   32523  18579  17726  39439  16481  20189  24508  11286  10663
     256   16263  10663  17267  23492  18264  18451  22980  10638  12556
     512   24142  12354  17608  36709  14644  19265  22777  11721   8176
    1024   31674  10490  17643  36802  19334  19979  18297   9193  12478
    2048   31261  18101  17665  31751  19173  17521  23090  12424   8925
    4096   31467  17825  17604  36763  19392  19910  22881  11142  12349
    8192   25013  18369  14830  26373  19570  19793  14935  11476  11526

                End of test Sun Jul 23 22:52:24 2023

