 ##########################################

   Memory Reading Speed Test s390x s390x optimized Sun Jul 23 22:53:26 2023
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8   48984  75871  51830  52471  90402  83001  35786  28054  31174
      16   61083  81097  56820  56972  96541  86948  44263  32288  32987
      32   59847  83995  59469  51987  99681  89819  27362  26874  31752
      64   56022  83618  59013  36499  72405  89952  52762  32555  30944
     128   54724  82909  58708  51473  98772  87942  50674  29904  29177
     256   43921  78607  58115  46294  91414  82429  36219  23659  23669
     512   43720  79189  58495  47047  91397  83025  36286  23532  23650
    1024   43875  79316  58231  38200  50606  83459  36495  23637  23643
    2048   43597  79404  58516  47150  91206  83191  36543  23423  23634
    4096   43897  77118  58295  46973  90350  82157  33626  23507  23420
    8192   27615  53047  48960  30854  64489  59450  23600  11900  16923

                End of test Sun Jul 23 22:53:40 2023

