    BusSpeed s390x s390x-z15 optimized Sun Jul 23 21:57:56 2023
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16  16396  17041  17154  16695  17458  17502
      32  13422  14408  16185  16803  17458  17328
      64  16380  15403  18056  17015  17379  17376
     128  12617  15265  16729  16870  17460  17383
     256   4985   8500  12346  16388  14647  14410
     512   5040   8723  12258  16466  16242  17175
    1024   5115   8750  12354  15882  15433  16344
    4096   4793   7924  10893  16360  16122  17048
   16384   1651   3687   5498   9882  17324  16758
   65536   1942   2915   4707   8522  16716  16576
