 ##########################################

   Memory Reading Speed Test s390x s390x-z15 optimized Sun Jul 23 22:51:51 2023
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8   48733  71190  53361  54074  94679  86443  35870  28972  31525
      16   62473  82449  57466  58428  98134  85611  37223  33845  33393
      32   61014  84290  59447  55537  95710  86363  34040  29387  31636
      64   53821  71319  56710  31724  59120  88572  42383  31199  29467
     128   54297  81295  57746  31057  97147  87033  49862  27116  27158
     256   42662  77213  56984  45491  88119  80500  35231  22968  23502
     512   43407  79620  58744  45866  86883  82449  34169  17522  16533
    1024   42410  76465  56460  37919  91395  82137  36176  23414  23379
    2048   43566  79251  50904  46405  88963  80790  35688  23031  23266
    4096   42824  78804  58285  47007  91397  83122  36485  23586  23632
    8192   31814  60490  49091  31917  64538  54593  21643  16246  16314

                End of test Sun Jul 23 22:52:06 2023

