    BusSpeed s390x s390x-z15 optimized Sun Jul 23 21:57:46 2023
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16  17298  16865  16914  16528  17308  16775
      32  13871  14624  16171  16808  17336  16821
      64  15766  15379  18072  17012  17385  16803
     128  11051  15523  16338  16372  16903  16653
     256   4728   8439  12444  16397  16046  16571
     512   4827   8458  12083  16438  16044  16548
    1024   4981   8723  12435  16466  16073  16619
    4096   5164   8179  12295  16373  16008  16527
   16384   1889   3619   5495   9829  16210  15905
   65536   1728   3633   5348   9653  15755  16069
